Time,Currency,Event,Forecast,Actual,Previous
26/11/2019 02:00,USD,Fed Chair Powell Speaks,unknown,unknown,unknown
26/11/2019 19:00,JPY,BOJ Core CPI y/y,0.4%,0.3%,0.3%
26/11/2019 09:00,EUR,German GfK Consumer Climate,9.7,9.7,9.6
26/11/2019 11:05,AUD,RBA Gov Lowe Speaks,unknown,unknown,unknown
26/11/2019 11:30,GBP,High Street Lending,43.1K,41.2K,42.2K
26/11/2019 15:30,CAD,Corporate Profits q/q,unknown,0.4%,5.2%
26/11/2019 15:30,USD,Goods Trade Balance,-71.3B,-66.5B,-70.5B
26/11/2019 15:30,USD,Prelim Wholesale Inventories m/m,0.2%,0.2%,-0.4%
26/11/2019 16:00,USD,HPI m/m,0.5%,0.6%,0.2%
26/11/2019 16:00,USD,S&P/CS Composite-20 HPI y/y,2.1%,2.1%,2.0%
26/11/2019 16:59,USD,Richmond Manufacturing Index,unknown,-1,unknown
26/11/2019 17:00,USD,CB Consumer Confidence,126.9,125.5,126.1
26/11/2019 17:00,USD,New Home Sales,708K,733K,738K
26/11/2019 20:00,USD,FOMC Member Brainard Speaks,unknown,unknown,unknown
26/11/2019 22:00,NZD,RBNZ Financial Stability Report,unknown,unknown,unknown
26/11/2019 23:45,NZD,Trade Balance,-1000M,-1013M,-1319M
27/11/2019 00:00,NZD,RBNZ Gov Orr Speaks,unknown,unknown,unknown
27/11/2019 02:01,GBP,BRC Shop Price Index y/y,unknown,-0.5%,-0.4%
27/11/2019 02:30,AUD,Construction Work Done q/q,-1.0%,-0.4%,-2.8%
27/11/2019 09:00,EUR,German Import Prices m/m,-0.2%,-0.1%,0.6%
27/11/2019 11:00,CHF,UBS Economic Expectations,unknown,-3.9,-30.5
27/11/2019 15:30,USD,Core Durable Goods Orders m/m,0.2%,0.6%,-0.4%
27/11/2019 15:30,USD,Durable Goods Orders m/m,-0.5%,0.6%,-1.2%
27/11/2019 15:30,USD,Prelim GDP q/q,1.9%,2.1%,1.9%
27/11/2019 15:30,USD,Prelim GDP Price Index q/q,1.7%,1.8%,1.7%
27/11/2019 15:30,USD,Unemployment Claims,223K,213K,228K
27/11/2019 16:45,USD,Chicago PMI,47.2,46.3,43.2
27/11/2019 17:00,USD,Core PCE Price Index m/m,0.2%,0.1%,0.0%
27/11/2019 17:00,USD,Personal Spending m/m,0.3%,0.3%,0.2%
27/11/2019 17:00,USD,Pending Home Sales m/m,0.2%,-1.7%,1.4%
27/11/2019 17:00,USD,Personal Income m/m,0.3%,0.0%,0.3%
27/11/2019 17:30,USD,Crude Oil Inventories,-0.5M,1.6M,1.4M
27/11/2019 07:00,USD,Natural Gas Storage,-25B,-28B,-94B
27/11/2019 21:00,USD,Beige Book,unknown,unknown,unknown
28/11/2019 01:50,JPY,Retail Sales y/y,-3.8%,-7.1%,9.2%
28/11/2019 02:00,NZD,ANZ Business Confidence,unknown,-26.4,-42.4
28/11/2019 02:30,AUD,Private Capital Expenditure q/q,0.0%,-0.2%,-0.6%
28/11/2019 06:30,JPY,BOJ Gov Kuroda Speaks,unknown,unknown,unknown
28/11/2019 08:45,CHF,GDP q/q,0.1%,0.4%,0.3%
28/11/2019 09:00,GBP,Nationwide HPI m/m,0.1%,0.5%,0.2%
28/11/2019 00:00,EUR,German Prelim CPI m/m,-0.7%,-0.8%,0.1%
28/11/2019 10:00,EUR,Spanish Flash CPI y/y,0.2%,0.4%,0.1%
28/11/2019 11:00,EUR,M3 Money Supply y/y,5.5%,5.6%,5.6%
28/11/2019 11:00,EUR,Private Loans y/y,3.5%,3.5%,3.4%
28/11/2019 12:19,EUR,Italian 10-y Bond Auction,unknown,1.29|1.2,1.06|1.3
28/11/2019 00:00,USD,Bank Holiday,unknown,unknown,unknown
28/11/2019 15:30,CAD,Current Account,-9.5B,-9.9B,-6.7B
28/11/2019 23:45,NZD,Building Consents m/m,unknown,-1.1%,7.4%
29/11/2019 01:30,JPY,Tokyo Core CPI y/y,0.6%,0.6%,0.5%
29/11/2019 01:30,JPY,Unemployment Rate,2.4%,2.4%,2.4%
29/11/2019 01:50,JPY,Prelim Industrial Production m/m,-2.0%,-4.2%,1.7%
29/11/2019 02:01,GBP,GfK Consumer Confidence,-14,-14,-14
29/11/2019 02:30,AUD,Private Sector Credit m/m,0.3%,0.1%,0.2%
29/11/2019 05:00,AUD,HIA New Home Sales m/m,unknown,-0.5%,5.7%
29/11/2019 19:00,JPY,Consumer Confidence,37.0,38.7,36.2
29/11/2019 19:00,JPY,Housing Starts y/y,-7.5%,-7.4%,-4.9%
29/11/2019 09:00,EUR,German Retail Sales m/m,-0.2%,-1.9%,0.1%
29/11/2019 09:45,EUR,French Consumer Spending m/m,0.2%,0.2%,-0.3%
29/11/2019 09:45,EUR,French Prelim CPI m/m,0.0%,0.1%,0.0%
29/11/2019 09:45,EUR,French Prelim GDP q/q,0.3%,0.3%,0.3%
29/11/2019 10:00,CHF,KOF Economic Barometer,95.1,93.0,94.8
29/11/2019 10:55,EUR,German Unemployment Change,5K,-16K,5K
29/11/2019 11:00,EUR,Italian Monthly Unemployment Rate,9.8%,9.7%,9.9%
29/11/2019 11:30,GBP,M4 Money Supply m/m,0.5%,0.0%,0.7%
29/11/2019 11:30,GBP,Mortgage Approvals,65K,65K,66K
29/11/2019 11:30,GBP,Net Lending to Individuals m/m,4.5B,5.6B,4.7B
29/11/2019 12:00,EUR,CPI Flash Estimate y/y,0.8%,1.0%,0.7%
29/11/2019 12:00,EUR,Core CPI Flash Estimate y/y,1.2%,1.3%,1.1%
29/11/2019 12:00,EUR,Italian Prelim CPI m/m,-0.2%,0.0%,-0.1%
29/11/2019 12:00,EUR,Unemployment Rate,7.5%,7.5%,7.6%
29/11/2019 15:30,CAD,GDP m/m,0.1%,0.1%,0.1%
29/11/2019 15:30,CAD,RMPI m/m,-1.9%,-1.9%,0.0%
29/11/2019 15:30,CAD,IPPI m/m,0.0%,0.1%,-0.1%
30/11/2019 03:00,CNY,Manufacturing PMI,49.5,50.2,49.3
30/11/2019 03:00,CNY,Non-Manufacturing PMI,53.1,54.4,52.8
01/12/2019 23:30,AUD,AIG Manufacturing Index,unknown,48.1,51.6
01/12/2019 23:45,NZD,Overseas Trade Index q/q,1.1%,1.9%,1.4%
02/12/2019 01:50,JPY,Capital Spending q/y,5.1%,7.1%,1.9%
02/12/2019 02:00,AUD,MI Inflation Gauge m/m,unknown,0.0%,0.1%
02/12/2019 02:30,AUD,Building Approvals m/m,-1.0%,-8.1%,7.2%
02/12/2019 02:30,AUD,Company Operating Profits q/q,1.0%,-0.8%,4.8%
02/12/2019 02:30,AUD,ANZ Job Advertisements m/m,unknown,-1.7%,-1.0%
02/12/2019 02:30,JPY,Final Manufacturing PMI,48.6,48.9,48.6
02/12/2019 03:45,CNY,Caixin Manufacturing PMI,51.5,51.8,51.7
02/12/2019 19:30,AUD,Commodity Prices y/y,unknown,-5.0%,-1.0%
02/12/2019 09:30,CHF,Retail Sales y/y,0.8%,0.7%,1.6%
02/12/2019 10:15,EUR,Spanish Manufacturing PMI,46.5,47.5,46.8
02/12/2019 10:30,CHF,Manufacturing PMI,48.8,48.8,49.4
02/12/2019 10:45,EUR,Italian Manufacturing PMI,47.5,47.6,47.7
02/12/2019 10:50,EUR,French Final Manufacturing PMI,51.6,51.7,51.6
02/12/2019 10:55,EUR,German Final Manufacturing PMI,43.8,44.1,43.8
02/12/2019 11:00,EUR,Final Manufacturing PMI,46.6,46.9,46.6
02/12/2019 11:30,GBP,Final Manufacturing PMI,48.3,48.9,48.3
02/12/2019 16:00,EUR,ECB President Lagarde Speaks,unknown,unknown,unknown
02/12/2019 16:30,CAD,Manufacturing PMI,unknown,51.4,51.2
02/12/2019 16:45,USD,Final Manufacturing PMI,52.2,52.6,52.2
02/12/2019 17:00,USD,ISM Manufacturing PMI,49.2,48.1,48.3
02/12/2019 17:00,USD,Construction Spending m/m,0.3%,-0.8%,-0.3%
02/12/2019 17:00,USD,ISM Manufacturing Prices,47.0,46.7,45.5
03/12/2019 01:50,JPY,Monetary Base y/y,3.4%,3.3%,3.1%
03/12/2019 02:01,GBP,BRC Retail Sales Monitor y/y,-0.4%,-4.9%,0.1%
03/12/2019 02:30,AUD,Current Account,6.1B,7.9B,4.7B
03/12/2019 05:30,AUD,Cash Rate,0.75%,0.75%,0.75%
03/12/2019 05:30,AUD,RBA Rate Statement,unknown,unknown,unknown
03/12/2019 05:35,JPY,10-y Bond Auction,unknown,-0.04|3.3,-0.10|3.6
03/12/2019 09:30,CHF,CPI m/m,-0.1%,-0.1%,-0.2%
03/12/2019 09:45,EUR,French Gov Budget Balance,unknown,-107.7B,-109.0B
03/12/2019 10:00,EUR,Spanish Unemployment Change,75.2K,20.5K,97.9K
03/12/2019 11:30,GBP,Construction PMI,44.5,45.3,44.2
03/12/2019 12:00,EUR,PPI m/m,0.0%,0.1%,0.1%
03/12/2019 12:36,GBP,10-y Bond Auction,unknown,0.74|2.2,0.74|2.6
03/12/2019 00:00,USD,Wards Total Vehicle Sales,16.8M,17.1M,16.6M
03/12/2019 16:34,NZD,GDT Price Index,unknown,-0.5%,1.7%
03/12/2019 23:30,AUD,AIG Services Index,unknown,53.7,54.2
04/12/2019 02:00,NZD,ANZ Commodity Prices m/m,unknown,4.3%,1.2%
04/12/2019 02:30,AUD,GDP q/q,0.5%,0.4%,0.6%
04/12/2019 03:45,CNY,Caixin Services PMI,51.2,53.5,51.1
04/12/2019 10:15,EUR,Spanish Services PMI,51.9,53.2,52.7
04/12/2019 10:45,EUR,Italian Services PMI,51.2,50.4,52.2
04/12/2019 10:50,EUR,French Final Services PMI,52.9,52.2,52.9
04/12/2019 10:55,EUR,German Final Services PMI,51.3,51.7,51.3
04/12/2019 11:00,EUR,Final Services PMI,51.5,51.9,51.5
04/12/2019 11:30,GBP,Final Services PMI,48.6,49.3,48.6
04/12/2019 00:00,EUR,Eurogroup Meetings,unknown,unknown,unknown
04/12/2019 12:34,EUR,German 10-y Bond Auction,unknown,-0.33|1.9,-0.29|2.0
04/12/2019 15:15,USD,ADP Non-Farm Employment Change,137K,67K,121K
04/12/2019 15:30,CAD,Labor Productivity q/q,0.2%,0.2%,0.1%
04/12/2019 16:45,USD,Final Services PMI,51.6,51.6,51.6
04/12/2019 17:00,CAD,BOC Rate Statement,unknown,unknown,unknown
04/12/2019 17:00,CAD,Overnight Rate,1.75%,1.75%,1.75%
04/12/2019 17:00,USD,ISM Services PMI,54.5,53.9,54.7
04/12/2019 17:00,USD,FOMC Member Quarles Speaks,unknown,unknown,unknown
04/12/2019 17:30,USD,Crude Oil Inventories,-1.6M,-4.9M,1.6M
05/12/2019 02:00,NZD,RBNZ Gov Orr Speaks,unknown,unknown,unknown
05/12/2019 02:30,AUD,Goods Trade Balance,6.50B,4.50B,6.49B
05/12/2019 02:30,AUD,Retail Sales m/m,0.3%,0.0%,0.2%
05/12/2019 05:35,JPY,30-y Bond Auction,unknown,0.43|3.7,0.46|3.7
05/12/2019 09:00,EUR,German Factory Orders m/m,0.3%,-0.4%,1.5%
05/12/2019 00:00,All,OPEC Meetings,unknown,unknown,unknown
05/12/2019 11:46,EUR,Spanish 10-y Bond Auction,unknown,0.44|1.5,0.41|1.6
05/12/2019 12:00,EUR,Final Employment Change q/q,0.1%,0.1%,0.1%
05/12/2019 12:00,EUR,Retail Sales m/m,-0.4%,-0.6%,-0.2%
05/12/2019 12:00,EUR,Revised GDP q/q,0.2%,0.2%,0.2%
05/12/2019 12:07,EUR,French 10-y Bond Auction,unknown,-0.08|2.0,-0.03|2.1
05/12/2019 00:00,EUR,ECOFIN Meetings,unknown,unknown,unknown
05/12/2019 14:30,USD,Challenger Job Cuts y/y,unknown,-16.0%,-33.5%
05/12/2019 15:00,CAD,Gov Council Member Lane Speaks,unknown,unknown,unknown
05/12/2019 15:30,CAD,Trade Balance,-1.4B,-1.1B,-1.2B
05/12/2019 15:30,USD,Trade Balance,-48.7B,-47.2B,-51.1B
05/12/2019 15:30,USD,Unemployment Claims,215K,203K,213K
05/12/2019 17:00,CAD,Ivey PMI,49.3,60.0,48.2
05/12/2019 17:00,USD,Factory Orders m/m,0.3%,0.3%,-0.8%
05/12/2019 17:00,USD,FOMC Member Quarles Speaks,unknown,unknown,unknown
05/12/2019 17:30,USD,Natural Gas Storage,-22B,-19B,-28B
05/12/2019 23:30,AUD,AIG Construction Index,unknown,40.0,43.9
06/12/2019 01:30,JPY,Average Cash Earnings y/y,0.2%,0.5%,0.5%
06/12/2019 01:30,JPY,Household Spending y/y,-3.1%,-5.1%,9.5%
06/12/2019 19:00,JPY,Leading Indicators,93.1%,91.8%,92.2%
06/12/2019 09:00,EUR,German Industrial Production m/m,0.1%,-1.7%,-0.6%
06/12/2019 09:45,EUR,French Trade Balance,-4.8B,-4.7B,-5.4B
06/12/2019 10:00,CHF,Foreign Currency Reserves,unknown,783B,779B
06/12/2019 10:30,GBP,Halifax HPI m/m,0.2%,1.0%,-0.1%
06/12/2019 11:00,EUR,Italian Retail Sales m/m,0.5%,-0.2%,0.6%
06/12/2019 00:00,All,OPEC-JMMC Meetings,unknown,unknown,unknown
06/12/2019 15:30,CAD,Employment Change,10.0K,-71.2K,-1.8K
06/12/2019 15:30,CAD,Unemployment Rate,5.5%,5.9%,5.5%
06/12/2019 15:30,USD,Average Hourly Earnings m/m,0.3%,0.2%,0.4%
06/12/2019 15:30,USD,Non-Farm Employment Change,181K,266K,156K
06/12/2019 15:30,USD,Unemployment Rate,3.6%,3.5%,3.6%
06/12/2019 17:00,USD,Prelim UoM Consumer Sentiment,97.0,99.2,96.8
06/12/2019 17:00,USD,Final Wholesale Inventories m/m,0.2%,0.1%,0.2%
06/12/2019 17:00,USD,Prelim UoM Inflation Expectations,unknown,2.4%,2.5%
06/12/2019 22:00,USD,Consumer Credit m/m,16.0B,18.9B,9.6B
08/12/2019 05:03,CNY,USD-Denominated Trade Balance,44.5B,38.7B,42.8B
08/12/2019 05:04,CNY,Trade Balance,300B,274B,301B
08/12/2019 23:45,NZD,Manufacturing Sales q/q,unknown,0.9%,-0.5%
09/12/2019 01:50,JPY,Bank Lending y/y,2.1%,2.1%,2.0%
09/12/2019 01:50,JPY,Current Account,1.74T,1.73T,1.49T
09/12/2019 01:50,JPY,Final GDP Price Index y/y,0.6%,0.6%,0.6%
09/12/2019 01:50,JPY,Final GDP q/q,0.2%,0.4%,0.1%
09/12/2019 19:00,JPY,Economy Watchers Sentiment,39.8,39.4,36.7
09/12/2019 08:45,CHF,Unemployment Rate,2.3%,2.3%,2.3%
09/12/2019 09:00,EUR,German Trade Balance,19.0B,20.6B,19.2B
09/12/2019 11:30,EUR,Sentix Investor Confidence,-5.4,0.7,-4.5
09/12/2019 15:13,CAD,Housing Starts,200K,201K,201K
09/12/2019 15:30,CAD,Building Permits m/m,3.5%,-1.5%,-5.9%
10/12/2019 00:05,AUD,RBA Gov Lowe Speaks,unknown,unknown,unknown
10/12/2019 01:50,JPY,M2 Money Stock y/y,2.5%,2.8%,2.4%
10/12/2019 02:30,AUD,HPI q/q,0.5%,2.4%,-0.7%
10/12/2019 02:30,AUD,NAB Business Confidence,unknown,unknown,unknown
10/12/2019 03:30,CNY,CPI y/y,4.5%,4.5%,3.8%
10/12/2019 03:30,CNY,PPI y/y,-1.5%,-1.4%,-1.6%
10/12/2019 04:45,AUD,RBA Gov Bullock Speaks,unknown,unknown,unknown
10/12/2019 19:59,JPY,Prelim Machine Tool Orders y/y,unknown,-37.9%,-37.4%
10/12/2019 08:30,EUR,French Final Private Payrolls q/q,0.3%,0.2%,0.3%
10/12/2019 09:45,EUR,French Industrial Production m/m,0.3%,0.4%,0.4%
10/12/2019 11:00,EUR,Italian Industrial Production m/m,-0.2%,-0.3%,-0.4%
10/12/2019 11:01,CNY,New Loans,1200B,1390B,661B
10/12/2019 11:01,CNY,M2 Money Supply y/y,8.4%,8.2%,8.4%
10/12/2019 11:30,GBP,GDP m/m,0.1%,0.0%,-0.1%
10/12/2019 11:30,GBP,Manufacturing Production m/m,0.1%,0.2%,-0.4%
10/12/2019 11:30,GBP,Construction Output m/m,0.2%,-2.3%,-0.2%
10/12/2019 11:30,GBP,Goods Trade Balance,-11.5B,-14.5B,-11.5B
10/12/2019 11:30,GBP,Index of Services 3m/3m,0.3%,0.2%,0.4%
10/12/2019 11:30,GBP,Industrial Production m/m,0.2%,0.1%,-0.3%
10/12/2019 12:00,EUR,German ZEW Economic Sentiment,1.1,10.7,-2.1
10/12/2019 12:00,EUR,ZEW Economic Sentiment,2.2,11.2,-1.0
10/12/2019 13:00,USD,NFIB Small Business Index,103.1,104.7,102.4
10/12/2019 14:20,GBP,NIESR GDP Estimate,unknown,0.0%,0.0%
10/12/2019 15:30,USD,Revised Nonfarm Productivity q/q,-0.1%,-0.2%,-0.3%
10/12/2019 15:30,USD,Revised Unit Labor Costs q/q,3.4%,2.5%,3.6%
10/12/2019 20:01,USD,10-y Bond Auction,unknown,1.84|2.4,1.81|2.5
11/12/2019 01:30,AUD,Westpac Consumer Sentiment,unknown,-1.9%,4.5%
11/12/2019 01:50,JPY,BSI Manufacturing Index,0.2,-7.8,-0.2
11/12/2019 01:50,JPY,PPI y/y,0.0%,0.1%,-0.4%
11/12/2019 15:30,CAD,Capacity Utilization Rate,82.0%,81.7%,83.3%
11/12/2019 15:30,USD,Core CPI m/m,0.2%,0.2%,0.2%
11/12/2019 15:30,USD,CPI m/m,0.2%,0.3%,0.4%
11/12/2019 15:30,USD,CPI y/y,2.0%,2.1%,1.8%
11/12/2019 17:30,USD,Crude Oil Inventories,-2.9M,0.8M,-4.9M
11/12/2019 21:00,USD,Federal Funds Rate,1.75%,1.75%,1.75%
11/12/2019 21:00,USD,FOMC Economic Projections,unknown,unknown,unknown
11/12/2019 21:00,USD,FOMC Statement,unknown,unknown,unknown
11/12/2019 21:00,USD,Federal Budget Balance,-200.0B,-208.8B,-134.5B
11/12/2019 21:30,USD,FOMC Press Conference,unknown,unknown,unknown
11/12/2019 23:45,NZD,FPI m/m,unknown,-0.7%,-0.3%
11/12/2019 23:45,NZD,Visitor Arrivals m/m,unknown,0.0%,-0.1%
12/12/2019 01:50,JPY,Core Machinery Orders m/m,0.7%,-6.0%,-2.9%
12/12/2019 02:00,AUD,MI Inflation Expectations,unknown,4.0%,4.0%
12/12/2019 02:01,GBP,RICS House Price Balance,-5%,-12%,-6%
12/12/2019 02:30,AUD,RBA Bulletin,unknown,unknown,unknown
12/12/2019 08:45,CHF,SECO Economic Forecasts,unknown,unknown,unknown
12/12/2019 09:00,EUR,German Final CPI m/m,-0.8%,-0.8%,-0.8%
12/12/2019 09:30,CHF,PPI m/m,-0.1%,-0.4%,-0.2%
12/12/2019 09:45,EUR,French Final CPI m/m,0.1%,0.1%,0.1%
12/12/2019 10:30,CHF,SNB Monetary Policy Assessment,unknown,unknown,unknown
12/12/2019 10:30,CHF,SNB Policy Rate,-0.75%,-0.75%,-0.75%
12/12/2019 00:00,GBP,Parliamentary Elections,unknown,unknown,unknown
12/12/2019 11:00,CHF,SNB Press Conference,unknown,unknown,unknown
12/12/2019 11:00,EUR,Italian Quarterly Unemployment Rate,9.8%,9.8%,9.9%
12/12/2019 12:00,EUR,Industrial Production m/m,-0.5%,-0.5%,-0.1%
12/12/2019 14:45,EUR,Main Refinancing Rate,0.00%,0.00%,0.00%
12/12/2019 14:45,EUR,Monetary Policy Statement,unknown,unknown,unknown
12/12/2019 15:30,EUR,ECB Press Conference,unknown,unknown,unknown
12/12/2019 15:30,USD,Core PPI m/m,0.2%,-0.2%,0.3%
12/12/2019 15:30,USD,PPI m/m,0.2%,0.0%,0.4%
12/12/2019 15:30,USD,Unemployment Claims,213K,252K,203K
12/12/2019 17:30,USD,Natural Gas Storage,-76B,-73B,-19B
12/12/2019 07:40,CAD,BOC Gov Poloz Speaks,unknown,unknown,unknown
12/12/2019 20:01,USD,30-y Bond Auction,unknown,2.31|2.5,2.43|2.2
12/12/2019 23:30,NZD,BusinessNZ Manufacturing Index,unknown,51.4,52.6
13/12/2019 01:50,JPY,Tankan Manufacturing Index,unknown,unknown,unknown
13/12/2019 01:50,JPY,Tankan Non-Manufacturing Index,16,20,21
13/12/2019 05:11,CNY,Foreign Direct Investment ytd/y,unknown,6.0%,6.6%
13/12/2019 06:30,JPY,Revised Industrial Production m/m,-4.1%,-4.5%,-4.2%
13/12/2019 09:00,EUR,German WPI m/m,0.5%,-0.1%,-0.1%
13/12/2019 11:30,GBP,Consumer Inflation Expectations,unknown,3.1%,3.3%
13/12/2019 15:30,USD,Core Retail Sales m/m,0.4%,0.1%,0.3%
13/12/2019 15:30,USD,Retail Sales m/m,0.5%,0.2%,0.4%
13/12/2019 15:30,USD,Import Prices m/m,0.2%,0.2%,-0.5%
13/12/2019 16:30,GBP,CB Leading Index m/m,unknown,-0.4%,-0.3%
13/12/2019 17:00,USD,Business Inventories m/m,0.2%,0.2%,-0.1%
13/12/2019 18:00,USD,FOMC Member Williams Speaks,unknown,unknown,unknown
15/12/2019 23:30,NZD,BusinessNZ Services Index,unknown,53.3,55.3
16/12/2019 00:00,AUD,Flash Manufacturing PMI,unknown,49.4,49.9
16/12/2019 00:00,AUD,Flash Services PMI,unknown,49.5,49.7
16/12/2019 00:30,AUD,Mid-Year Economic and Fiscal Outlook,unknown,unknown,unknown
16/12/2019 02:01,GBP,Rightmove HPI m/m,unknown,-0.9%,-1.3%
16/12/2019 02:30,JPY,Flash Manufacturing PMI,48.7,48.8,48.9
16/12/2019 03:30,CNY,New Home Prices m/m,unknown,0.30%,0.50%
16/12/2019 04:00,CNY,Fixed Asset Investment ytd/y,5.2%,5.2%,5.2%
16/12/2019 04:00,CNY,Industrial Production y/y,5.1%,6.2%,4.7%
16/12/2019 04:00,CNY,Retail Sales y/y,7.6%,8.0%,7.2%
16/12/2019 04:00,CNY,Unemployment Rate,unknown,5.1%,5.1%
16/12/2019 06:30,JPY,Tertiary Industry Activity m/m,-3.5%,-4.6%,2.3%
16/12/2019 10:15,EUR,French Flash Services PMI,52.1,52.4,52.2
16/12/2019 10:15,EUR,French Flash Manufacturing PMI,51.5,50.3,51.7
16/12/2019 10:30,EUR,German Flash Manufacturing PMI,44.6,43.4,44.1
16/12/2019 10:30,EUR,German Flash Services PMI,52.1,52.0,51.7
16/12/2019 11:00,EUR,Flash Manufacturing PMI,47.3,45.9,46.9
16/12/2019 11:00,EUR,Flash Services PMI,52.0,52.4,51.9
16/12/2019 11:30,GBP,Flash Manufacturing PMI,49.1,47.4,48.9
16/12/2019 11:30,GBP,Flash Services PMI,49.6,49.0,49.3
16/12/2019 13:00,EUR,German Buba Monthly Report,unknown,unknown,unknown
16/12/2019 15:30,CAD,Foreign Securities Purchases,5.12B,11.32B,5.02B
16/12/2019 15:30,USD,Empire State Manufacturing Index,5.1,3.5,2.9
16/12/2019 16:45,USD,Flash Manufacturing PMI,52.6,52.5,52.6
16/12/2019 16:45,USD,Flash Services PMI,52.0,52.2,51.6
16/12/2019 17:00,USD,NAHB Housing Market Index,70,76,71
16/12/2019 07:00,GBP,Bank Stress Test Results,unknown,unknown,unknown
16/12/2019 07:00,GBP,BOE Financial Stability Report,unknown,unknown,unknown
16/12/2019 07:00,GBP,FPC Meeting Minutes,unknown,unknown,unknown
16/12/2019 07:00,GBP,FPC Statement,unknown,unknown,unknown
16/12/2019 22:00,NZD,Westpac Consumer Sentiment,unknown,109.9,103.1
16/12/2019 23:00,USD,TIC Long-Term Purchases,52.2B,32.5B,49.5B
17/12/2019 02:00,NZD,ANZ Business Confidence,unknown,-13.2,-26.4
17/12/2019 02:30,AUD,Monetary Policy Meeting Minutes,unknown,unknown,unknown
17/12/2019 11:04,EUR,Italian Trade Balance,2.82B,8.06B,2.69B
17/12/2019 11:30,GBP,Average Earnings Index 3m/y,3.4%,3.2%,3.7%
17/12/2019 11:30,GBP,Claimant Count Change,21.2K,28.8K,26.4K
17/12/2019 11:30,GBP,Unemployment Rate,3.9%,3.8%,3.8%
17/12/2019 12:00,EUR,Trade Balance,19.7B,24.5B,18.7B
17/12/2019 13:00,GBP,CBI Industrial Order Expectations,-25,-28,-26
17/12/2019 15:30,CAD,Manufacturing Sales m/m,0.0%,-0.7%,-0.2%
17/12/2019 15:30,USD,Building Permits,1.41M,1.48M,1.46M
17/12/2019 15:30,USD,Housing Starts,1.34M,1.37M,1.32M
17/12/2019 16:15,USD,Capacity Utilization Rate,77.4%,77.3%,76.6%
17/12/2019 16:15,USD,Industrial Production m/m,0.8%,1.1%,-0.9%
17/12/2019 16:48,NZD,GDT Price Index,unknown,-5.1%,-0.5%
17/12/2019 17:00,USD,JOLTS Job Openings,7.01M,7.27M,7.03M
17/12/2019 17:01,USD,RCM/TIPP Economic Optimism,54.2,57.0,52.9
17/12/2019 17:30,AUD,CB Leading Index m/m,unknown,0.2%,0.2%
17/12/2019 07:30,USD,FOMC Member Rosengren Speaks,unknown,unknown,unknown
17/12/2019 21:15,GBP,BOE Gov Carney Speaks,unknown,unknown,unknown
17/12/2019 23:45,NZD,Current Account,-6.32B,-6.35B,-1.04B
18/12/2019 01:30,AUD,MI Leading Index m/m,unknown,-0.1%,-0.2%
18/12/2019 01:50,JPY,Trade Balance,-0.06T,-0.06T,-0.05T
18/12/2019 09:00,EUR,German PPI m/m,0.1%,0.0%,-0.2%
18/12/2019 10:30,EUR,ECB President Lagarde Speaks,unknown,unknown,unknown
18/12/2019 11:00,EUR,German ifo Business Climate,95.6,96.3,95.1
18/12/2019 11:30,GBP,CPI y/y,1.4%,1.5%,1.5%
18/12/2019 11:30,GBP,PPI Input m/m,0.0%,-0.3%,-1.1%
18/12/2019 11:30,GBP,Core CPI y/y,1.7%,1.7%,1.7%
18/12/2019 11:30,GBP,HPI y/y,1.5%,0.7%,1.3%
18/12/2019 11:30,GBP,PPI Output m/m,0.1%,-0.2%,-0.1%
18/12/2019 11:30,GBP,RPI y/y,2.0%,2.2%,2.1%
18/12/2019 12:00,EUR,Final Core CPI y/y,1.3%,1.3%,1.3%
18/12/2019 12:00,EUR,Final CPI y/y,1.0%,1.0%,1.0%
18/12/2019 12:15,USD,FOMC Member Brainard Speaks,unknown,unknown,unknown
18/12/2019 15:30,CAD,CPI m/m,-0.1%,-0.1%,0.3%
18/12/2019 15:30,CAD,Common CPI y/y,1.9%,1.9%,1.9%
18/12/2019 15:30,CAD,Median CPI y/y,2.2%,2.4%,2.3%
18/12/2019 15:30,CAD,Trimmed CPI y/y,2.2%,2.2%,2.1%
18/12/2019 15:32,CAD,Core CPI m/m,unknown,-0.2%,0.4%
18/12/2019 16:00,CHF,SNB Quarterly Bulletin,unknown,unknown,unknown
18/12/2019 17:30,USD,Crude Oil Inventories,-1.5M,-1.1M,0.8M
18/12/2019 07:40,USD,FOMC Member Evans Speaks,unknown,unknown,unknown
18/12/2019 23:45,NZD,GDP q/q,0.5%,0.7%,0.1%
18/12/2019 23:45,NZD,Trade Balance,-700M,-753M,-1039M
19/12/2019 02:30,AUD,Employment Change,14.5K,39.9K,-24.8K
19/12/2019 02:30,AUD,Unemployment Rate,5.3%,5.2%,5.3%
19/12/2019 04:45,JPY,Monetary Policy Statement,unknown,unknown,unknown
19/12/2019 04:45,JPY,BOJ Policy Rate,-0.10%,-0.10%,-0.10%
19/12/2019 08:30,JPY,BOJ Press Conference,unknown,unknown,unknown
19/12/2019 09:00,CHF,Trade Balance,3.55B,3.92B,3.54B
19/12/2019 11:30,GBP,Retail Sales m/m,0.3%,-0.6%,0.0%
19/12/2019 13:00,GBP,CBI Realized Sales,-2,unknown,-3
19/12/2019 14:00,GBP,Monetary Policy Summary,unknown,unknown,unknown
19/12/2019 14:00,GBP,MPC Official Bank Rate Votes,0-2-7,0-2-7,0-2-7
